id,member_id,date,title,tags,prefecture,venue,setlist_main,setlist_encore
714,0,2026/08/14,コカ・コーラ SUMMER FES 音楽ライブ,フェス,東京都,六本木ヒルズアリーナ,えびチリ、はじめました|キングオブ学芸会のテーマ～Nu Skool Teenage Riot～|梅|HOT UP!!!|MISSION SURVIVOR|23回目のサマーナイト|愛のレンタル|CHAN-CHARA-CHAN|朝顔|青春ゾンビィィズ|売れたいエモーション!|金八DANCE MUSIC,
713,0,2026/08/10,LuckyFes’26,フェス,茨城県,国営ひたち海浜公園,ラブリースマイリーベイビー|えびチリ、はじめました|仮契約のシンデレラ|愛のレンタル|ジャンプ|HOT UP!!!|シンガロン・シンガソン,
712,0,2026/08/09,FAMIEN 2026 DAY2 限界突破！！,ファミえん,山梨県,山中湖交流プラザきらら シアターひびき,オメカシ・フィーバー|イヤフォン・ライオット|ApaApa|ちちんぷい|夏だぜジョニー|MISSION SURVIVOR|HOT UP!!!|イート・ザ・大目玉|ナチュメロらんでぶー|Summer Glitter|スーパーブルー|ハイタテキ!|まだ×2売れたいエモーション！@桜木心菜・小久保柚乃・風見和香・桜井えま・仲村悠菜//ほぼブラジル//いつかのメイドインジャピャ～ン|えびチリ、はじめました|キングオブ学芸会のテーマ～Nu Skool Teenage Riot～|未確認中学生X|買い物しようと町田へ|新未来センセーション|梅|シンガロン・シンガソン,サドンデス|Family Complex|誘惑したいや|放課後ゲタ箱ロッケンロールMX
711,0,2026/08/08,FAMIEN 2026 DAY1 EMO中！,ファミえん,山梨県,山中湖交流プラザきらら シアターひびき,Bang Bang Beat|イヤフォン・ライオット|ApaApa|ちちんぷい|夏だぜジョニー|MISSION SURVIVOR|HOT UP!!!|イート・ザ・大目玉|ラブリースマイリーベイビー|Summer Glitter@真山りか・安本彩花|スーパーブルー|紅の詩|まだ×2売れたいエモーション！@桜木心菜・小久保柚乃・風見和香・桜井えま・仲村悠菜//ほぼブラジル//いつかのメイドインジャピャ～ン|えびチリ、はじめました|いい湯かな?|感情電車|愛のレンタル|自由へ道連れ|23回目のサマーナイト|YELL,熟女になっても|仮契約のシンデレラ|フレ!フレ!サイリウム
710,0,2026/08/04,めざましライブ×イマドキ,,東京都,豊洲PIT,えびぞりダイアモンド!!|えびチリ、はじめました|Family Complex|シンガロン・シンガソン,
709,0,2026/08/02,Heavy Kawaii Fes 2026,,東京都,明治座,仮契約のシンデレラ|えびチリ、はじめました|YELL|HOT UP!!!|自由へ道連れ|愛のレンタル|梅,
708,0,2026/08/01,Heavy Kawaii Fes 2026,,東京都,明治座,仮契約のシンデレラ|えびチリ、はじめました|放課後ゲタ箱ロッケンロールMX|紅の詩|自由へ道連れ|愛のレンタル|えびぞりダイアモンド!!,
707,0,2026/07/31,TOKYO IDOL FESTIVAL 2026 supported by にしたんクリニック,フェス,東京都,お台場・青海周辺エリア,仮契約のシンデレラ|揚げろ!エビフライ|えびチリ、はじめました|Go!Go!Here We Go!ロック・リー|放課後ゲタ箱ロッケンロールMX,
706,0,2026/07/26,10年目記念で有明に引っ越しだよ！六本木アイドルフェスティバル2026,フェス,東京都,東京ドリームパーク,青い青い星の名前|仮契約のシンデレラ|えびチリ、はじめました|紅の詩|YELL,
705,5,2026/07/25,Jember Fashion Carnaval 2026,ソロ,インドネシア,,Bobby makes you smile!|Modorenai Yoru|Swipe Kanan Kiri,
704,0,2026/07/12,私立恵比寿中学 Spring Tour 2026 〜SuGuilty Train〜,春ツアー,東京都,立川ステージガーデン,"R-O-B-O-C-K|はみだせGirls|自由へ道連れ|Knock You Out!|ゼッテーアナーキー|ジブンアップデート|あたしきっと無限ルーパー|HOT UP!!!|制服""報連相″ファンク|イート・ザ・大目玉|BLUE DIZZINESS|PLAYBACK|感情電車|ナガレボシ|ApaApa|まだ×2売れたいエモーション！|シンガロン・シンガソン|スーパーヒーロー|すたーてぃん@桜井えま・仲村悠菜|フレ!フレ!サイリウム|えびチリ、はじめました|えび♡バディLOVE",えびチリ、はじめました|なないろ|スターダストライト
703,0,2026/07/11,私立恵比寿中学 Spring Tour 2026 〜SuGuilty Train〜,春ツアー,東京都,立川ステージガーデン,R-O-B-O-C-K|はみだせGirls|自由へ道連れ|Knock You Out!|ゼッテーアナーキー|ジブンアップデート|あたしきっと無限ルーパー|HOT UP!!!|ちちんぷい|イート・ザ・大目玉|BLUE DIZZINESS|PLAYBACK|感情電車|ナガレボシ|ApaApa|まだ×2売れたいエモーション！|シンガロン・シンガソン|スーパーヒーロー|揚げろ!エビフライ|えびチリ、はじめました|えび♡バディLOVE,えびチリ、はじめました|仮契約のシンデレラ|スターダストライト
702,0,2026/07/05,私立恵比寿中学 Spring Tour 2026 〜SuGuilty Train〜,春ツアー,大阪府,NHK大阪ホール,R-O-B-O-C-K|はみだせGirls|自由へ道連れ|Knock You Out!|ゼッテーアナーキー|ジブンアップデート|あたしきっと無限ルーパー|HOT UP!!!|夏だぜジョニー|イート・ザ・大目玉|BLUE DIZZINESS|PLAYBACK|感情電車|ナガレボシ|ApaApa|まだ×2売れたいエモーション！|シンガロン・シンガソン|スーパーヒーロー|青い青い星の名前,えびチリ、はじめました|ハイタテキ!|スターダストライト
701,0,2026/07/04,私立恵比寿中学 Spring Tour 2026 〜SuGuilty Train〜,春ツアー,大阪府,NHK大阪ホール,R-O-B-O-C-K|はみだせGirls|自由へ道連れ|Knock You Out!|ゼッテーアナーキー|ジブンアップデート|あたしきっと無限ルーパー|HOT UP!!!|禁断のカルマ|イート・ザ・大目玉|BLUE DIZZINESS|PLAYBACK|感情電車|ナガレボシ|ApaApa|まだ×2売れたいエモーション！|シンガロン・シンガソン|スーパーヒーロー|イヤフォン・ライオット|えびチリ、はじめました|えび♡バディLOVE,朝顔|スターダストライト
700,5,2026/06/22,安本彩花 生誕ソロライブ「安安2026〜♡Japanese idol♡〜,生誕|ソロ,神奈川県,KT Zepp Yokohama,売れたいエモーション!//Go!Go!Here We Go!ロック・リー//全力☆ランナー//ハイタテキ!//ナチュメロらんでぶー|大好きで大嫌い / 柏木ひなた|小さな戦士|チャイム!|Bobby makes you smile!|Swipe Kanan Kiri@安本彩花・Sisca Saras|Modorenai Yoru@安本彩花・Sisca Saras|TSUBOMI|アイラブ言う / 忘れらんねえよ|君のままで|スーパーヒーロー（安本彩花）|そのまま。,カレーライス|future
699,0,2026/06/21,16th Single『えび♡バディLOVE』発売記念リリースイベント,,大阪府,もりのみやキューズモールBASE,えび♡バディLOVE|シンガロン・シンガソン|愛のレンタル|ApaApa|YELL,
698,0,2026/06/20,ちゃやまちアイドルパーク2026,,大阪府,梅田芸術劇場メインホール,愛のレンタル|仮契約のシンデレラ|シンガロン・シンガソン|YELL,
697,0,2026/06/07,私立恵比寿中学 Spring Tour 2026 〜SuGuilty Train〜,春ツアー,東京都,Kanadevia Hall,R-O-B-O-C-K|はみだせGirls|自由へ道連れ|Knock You Out!|ゼッテーアナーキー|ジブンアップデート|あたしきっと無限ルーパー|HOT UP!!!|誘惑したいや|イート・ザ・大目玉|BLUE DIZZINESS|PLAYBACK|感情電車|ナガレボシ|ApaApa|まだ×2売れたいエモーション！|シンガロン・シンガソン|スーパーヒーロー|ボイジャー|えび♡バディLOVE,青春ゾンビィィズ|スターダストライト
696,0,2026/06/06,私立恵比寿中学 Spring Tour 2026 〜SuGuilty Train〜,春ツアー,東京都,Kanadevia Hall,R-O-B-O-C-K|はみだせGirls|自由へ道連れ|Knock You Out!|ゼッテーアナーキー|ジブンアップデート|あたしきっと無限ルーパー|HOT UP!!!|参枚目のタフガキ|イート・ザ・大目玉|BLUE DIZZINESS|PLAYBACK|感情電車|ナガレボシ|ApaApa|まだ×2売れたいエモーション！|シンガロン・シンガソン|スーパーヒーロー|I'm your MANAGER!!!|えび♡バディLOVE,23回目のサマーナイト|スターダストライト
695,0,2026/05/31,メラ！メラ！アニメジャパン!! ジャカルタ 2026」＜Day2＞,,インドネシア,ガンダリアシティモール,仮契約のシンデレラ|シンガロン・シンガソン|トーキョーズ・ウェイ！|MISSION SURVIVOR|手をつなごう,
694,0,2026/05/30,メラ！メラ！アニメジャパン!! ジャカルタ 2026」＜Day1＞,,インドネシア,ガンダリアシティモール,未確認中学生X|Go!Go!Here We Go!ロック・リー|ApaApa|ザ・ティッシュ～とまらない青春～|仮契約のシンデレラ,
693,h,2026/05/28,仲村悠菜 生誕ソロライブ「純喫茶ミルクティー〜4杯目〜」,生誕|ソロ,神奈川県,KT Zepp Yokohama,えびぞりダイアモンド!!|きっとインフィニティー!|テブラデスキー～青春リバティ～|無敵のビーナス / ばってん少女隊|たそがれシアター|タピオカミルクティー / わーすた|SHAKE! SHAKE!|使ってポートフォリオ|梅|Lon de Don,"フォーエバー中坊|Anytime, Anywhere|スターダストライト"
692,0,2026/05/23,私立恵比寿中学 Spring Tour 2026 〜SuGuilty Train〜,春ツアー,新潟県,新潟県民会館 大ホール,R-O-B-O-C-K|はみだせGirls|自由へ道連れ|Knock You Out!|ゼッテーアナーキー|ジブンアップデート|あたしきっと無限ルーパー|HOT UP!!!|でかどんでん|イート・ザ・大目玉|BLUE DIZZINESS|PLAYBACK|感情電車|ナガレボシ|ApaApa|まだ×2売れたいエモーション！|シンガロン・シンガソン|スーパーヒーロー|EBINOMICS|えび♡バディLOVE,愛のレンタル|スターダストライト
691,0,2026/05/17,私立恵比寿中学 Spring Tour 2026 〜SuGuilty Train〜,春ツアー,埼玉県,大宮ソニックシティ 大ホール,R-O-B-O-C-K|はみだせGirls|自由へ道連れ|Knock You Out!|ゼッテーアナーキー|ジブンアップデート|あたしきっと無限ルーパー|HOT UP!!!|踊るロクデナシ|イート・ザ・大目玉|BLUE DIZZINESS|PLAYBACK|感情電車|ナガレボシ|ApaApa|まだ×2売れたいエモーション！|シンガロン・シンガソン|スーパーヒーロー|涙は似合わない|えび♡バディLOVE,梅|スターダストライト
690,0,2026/05/12,私立恵比寿中学 × ukka ツーマンライブ,対バン,東京都,Zepp Haneda,えびぞりダイアモンド!! / 私立恵比寿中学 × ukka|仮契約のシンデレラ / 私立恵比寿中学|梅 / 私立恵比寿中学|ApaApa / 私立恵比寿中学|MISSION SURVIVOR / 私立恵比寿中学|HOT UP!!! / 私立恵比寿中学|シンガロン・シンガソン / 私立恵比寿中学|YELL / 私立恵比寿中学|オスグッド・コミュニケーション / ukka|まわるまわるまわる / ukka|リンドバーグ / ukka|エビ・バディ・ワナ・ビー / ukka|AM805の交差点 / ukka|Rising dream / ukka|Aonity / ukka|それは月曜日の9時のように / 私立恵比寿中学 × ukka,頑張ってる途中 / 私立恵比寿中学 × ukka
689,0,2026/05/10,私立恵比寿中学 Spring Tour 2026 〜SuGuilty Train〜,春ツアー,宮城県,東京エレクトロンホール宮城,R-O-B-O-C-K|はみだせGirls|自由へ道連れ|Knock You Out!|ゼッテーアナーキー|ジブンアップデート|あたしきっと無限ルーパー|HOT UP!!!|あなたのダンスで騒がしい|イート・ザ・大目玉|BLUE DIZZINESS|PLAYBACK|感情電車|ナガレボシ|ApaApa|まだ×2売れたいエモーション！|シンガロン・シンガソン|スーパーヒーロー|歌え!踊れ!エビーダダ!|えび♡バディLOVE,Bang Bang Beat|スターダストライト
688,0,2026/04/29,私立恵比寿中学 Spring Tour 2026 〜SuGuilty Train〜,春ツアー,福岡県,福岡国際会議場 メインホール,R-O-B-O-C-K|はみだせGirls|トーキョーズ・ウェイ！|Knock You Out!|ジブンアップデート|ゼッテーアナーキー|あたしきっと無限ルーパー|HOT UP!!!|使ってポートフォリオ|イート・ザ・大目玉|BLUE DIZZINESS|PLAYBACK|感情電車|ナガレボシ|ApaApa|まだ×2売れたいエモーション！|シンガロン・シンガソン|スーパーヒーロー|Go!Go!Here We Go!ロック・リー|えび♡バディLOVE,未確認中学生X|スターダストライト
687,0,2026/04/25,私立恵比寿中学 Spring Tour 2026 〜SuGuilty Train〜,春ツアー,愛知県,刈谷市総合文化センター 大ホール,"R-O-B-O-C-K|はみだせGirls|トーキョーズ・ウェイ！|Knock You Out!|ジブンアップデート|ゼッテーアナーキー|あたしきっと無限ルーパー|HOT UP!!!|Anytime, Anywhere|イート・ザ・大目玉|BLUE DIZZINESS|PLAYBACK|感情電車|ナガレボシ|ApaApa|まだ×2売れたいエモーション！|シンガロン・シンガソン|スーパーヒーロー|コミックガール|えび♡バディLOVE",ポップコーントーン|スターダストライト
686,0,2026/04/18,私立恵比寿中学 Spring Tour 2026 〜SuGuilty Train〜,春ツアー,茨城県,ザ・ヒロサワ・シティ会館 大ホール,R-O-B-O-C-K|はみだせGirls|トーキョーズ・ウェイ！|Knock You Out!|ジブンアップデート|ゼッテーアナーキー|あたしきっと無限ルーパー|HOT UP!!!|きゅるん|イート・ザ・大目玉|BLUE DIZZINESS|PLAYBACK|感情電車|ナガレボシ|ApaApa|まだ×2売れたいエモーション！|シンガロン・シンガソン|スーパーヒーロー|熟女になっても|えび♡バディLOVE,えびぞりダイアモンド!!|スターダストライト
685,0,2026/04/12,16th Single『えびバディLOVE』発売記念リリースイベント,,東京都,ららぽーと豊洲,新未来センセーション|ちちんぷい|えび♡バディLOVE|仮契約のシンデレラ|YELL,
684,0,2026/04/04,Tune Live 2026,,東京都,豊洲PIT,仮契約のシンデレラ|春休みモラトリアム中学生|ハイタテキ!|シンガロン・シンガソン|えび♡バディLOVE,
683,0,2026/03/21,大関内デビル －本日、閉店します。－,,神奈川県,KT Zepp Yokohama,"ザ・ティッシュ～とまらない青春～|新未来センセーション|えび♡バディLOVE|Family Complex|Anytime, Anywhere|YELL|感情電車",
682,0,2026/03/20,16th Single『えびバディLOVE』発売記念リリースイベント,,埼玉県,イオンレイクタウンmori,未確認中学生X|YELL|えび♡バディLOVE|イヤフォン・ライオット|仮契約のシンデレラ,
681,e,2026/03/17,小久保柚乃 生誕ソロライブ「カルシウム」,生誕|ソロ,神奈川県,KT Zepp Yokohama,売れたいエモーション!|トキメキ的週末論|有頂天LOVE / スマイレージ|浪漫 / PEDRO|ハイタテキ!|メトロシティ / imase & なとり|カスタムラブドール / 悪魔のキッス|CHANGE the WORLD / BiS|コミックガール,チャイム!|明日もきっと70点
680,0,2026/02/28,HEROINES FES 2026,フェス,千葉県,LaLa arena TOKYO-BAY,大人はわかってくれない|ハイタテキ!|えび♡バディLOVE|ザ・ティッシュ～とまらない青春～|HOT UP!!!|シンガロン・シンガソン,
679,0,2026/02/22,私立恵比寿中学「Thank you Kアリーナ フリーライブ」,,神奈川県,ららぽーと横浜 1階 セントラルガーデンKiLaLa,えびぞりダイアモンド!!|梅|えび♡バディLOVE|シンガロン・シンガソン|YELL,
678,0,2026/02/21,Kandy Jam vol.1,対バン,神奈川県,ぴあアリーナMM,キングオブ学芸会のテーマ～Nu Skool Teenage Riot～|仮契約のシンデレラ|えび♡バディLOVE|トーキョーズ・ウェイ！|DRAMA QUEEN|MISSION SURVIVOR|シンガロン・シンガソン,
677,3,2026/01/27,真山りか 生誕ソロライブ「まやまにあ-Level.10-」,生誕|ソロ,神奈川県,KT Zepp Yokohama,Liar Mask|老醜ブレイカー / ジャズ喫茶りか|EBINOMICS|PURPLE LOVE / りかるな|鏡YO鏡 / 矢野妃菜喜|Shen-Shen Passion Night|禁断のカルマ|月のしずく / RUI|キスでおこして / aiko|ハッピーエンドとそれから|日進月歩|風の日 / ELLEGARDEN,蜃気楼|二十九、三十 / クリープハイプ|さよならばいばいまたあした
676,0,2026/01/12,新春大学芸会2026 −SEIJIN CHUGAKUSEI GT−,,神奈川県,Kアリーナ横浜,大人はわかってくれない|フォーエバー中坊|エビ中一週間|えびぞりダイアモンド!!|サクラ・ゴーラウンド|梅|春の嵐|どしゃぶりリグレット|23回目のサマーナイト|ラブリースマイリーベイビー|BLUE DIZZINESS@桜木心菜・桜井えま|PANDORA@安本彩花・仲村悠菜|参枚目のタフガキ@中山莉子・風見和香|愛のレンタル@真山りか・小久保柚乃|CRYSTAL DROP|ボイジャー//キャンディロッガー//朝顔//Lon de Don//アンコールの恋//CHAN-CHARA-CHAN//紅の詩//響|えび♡バディLOVE|君のままで|SCHOOL DAYS|きっとインフィニティー!|BUZZER BEATER|YELL,"元気しかない！|Bang Bang Beat|Anytime, Anywhere"
675,0,2025/12/28,HIMEJI COLLECTION VOL.1,,兵庫県,アクリエひめじ 展示場,仮契約のシンデレラ|シンガロン・シンガソン|スターダストライト|ラブリースマイリーベイビー|ハイタテキ!,
674,0,2025/12/20,私立恵比寿中学『Road to Kアリーナ フリーライブ』in 川崎,,神奈川県,ラゾーナ川崎プラザ 2F ルーファ広場グランドステージ,仮契約のシンデレラ|YELL|CRYSTAL DROP|まっすぐ|Family Complex,
673,0,2025/12/14,私立恵比寿中学『Road to Kアリーナ フリーライブ』,,東京都,アーバンドック ららぽーと豊洲 シーサイドデッキメインステージ,未確認中学生X|TWINKLE WINK|仮契約のシンデレラ|シンガロン・シンガソン|YELL,
672,0,2025/12/12,Road to Kアリーナ『秋の5都市キャラバンツアー〜Magic 1 Hour〜』,,愛知県,COMTEC PORTBASE,バタフライエフェクト|仮契約のシンデレラ|自由へ道連れ|えびぞりダイアモンド!!|トーキョーズ・ウェイ！|BLUE DIZZINESS|さよなら秘密基地|ラブリースマイリーベイビー|ハッピーエンドとそれから|MISSION SURVIVOR|YELL|梅,
671,0,2025/12/12,Road to Kアリーナ『秋の5都市キャラバンツアー〜Magic 1 Hour〜』,,愛知県,COMTEC PORTBASE,"HOT UP!!!|仮契約のシンデレラ|シンガロン・シンガソン|えびぞりダイアモンド!!|TWINKLE WINK|DRAMA QUEEN|さよなら秘密基地|SCHOOL DAYS|Anytime, Anywhere|MISSION SURVIVOR|全力☆ランナー|紅の詩",
670,0,2025/12/07,ちかっぱ祭2025,フェス,福岡県,マリンメッセ福岡B館,梅|ラブリースマイリーベイビー|YELL|シンガロン・シンガソン|仮契約のシンデレラ,
669,0,2025/12/05,Road to Kアリーナ『秋の5都市キャラバンツアー〜Magic 1 Hour〜』,,福岡県,Zepp Fukuoka,HOT UP!!!|仮契約のシンデレラ|自由へ道連れ|愛のレンタル|TWINKLE WINK|BLUE DIZZINESS|23回目のサマーナイト|ラブリースマイリーベイビー|ハッピーエンドとそれから|スーパーヒーロー|全力☆ランナー|ジャンプ,
668,0,2025/12/05,Road to Kアリーナ『秋の5都市キャラバンツアー〜Magic 1 Hour〜』,,福岡県,Zepp Fukuoka,HOT UP!!!|仮契約のシンデレラ|自由へ道連れ|禁断のカルマ|TWINKLE WINK|BLUE DIZZINESS|ヘロー|ラブリースマイリーベイビー|ハッピーエンドとそれから|感情電車|全力☆ランナー|ジャンプ,
667,0,2025/12/04,Road to Kアリーナ『秋の5都市キャラバンツアー〜Magic 1 Hour〜』HIROSHIMA CLUB QUATTRO＜2部＞,,広島県,HIROSHIMA CLUB QUATTRO,金八DANCE MUSIC|仮契約のシンデレラ|ポップコーントーン|愛のレンタル|TWINKLE WINK|BLUE DIZZINESS|23回目のサマーナイト|ラブリースマイリーベイビー|SHAKE! SHAKE!|スーパーヒーロー|全力☆ランナー|イート・ザ・大目玉,
666,0,2025/12/04,Road to Kアリーナ『秋の5都市キャラバンツアー〜Magic 1 Hour〜』,,広島県,HIROSHIMA CLUB QUATTRO,金八DANCE MUSIC|仮契約のシンデレラ|ポップコーントーン|禁断のカルマ|TWINKLE WINK|BLUE DIZZINESS|ヘロー|ラブリースマイリーベイビー|SHAKE! SHAKE!|感情電車|全力☆ランナー|イート・ザ・大目玉,
665,0,2025/12/02,私立恵比寿中学TAIBAN LIVE「放課後ロッケンロール-HYPER- 2025」私立恵比寿中学 VS 粗品,対バン,東京都,Zepp Haneda,Knock You Out!|イート・ザ・大目玉|MISSION SURVIVOR|EBINOMICS|梅|ハイタテキ!|ほぼブラジル|ラブリースマイリーベイビー|春休みモラトリアム中学生|U.B.U.,放課後ゲタ箱ロッケンロールMX私立恵比寿中学×粗品
664,0,2025/12/01,私立恵比寿中学TAIBAN LIVE「放課後ロッケンロール-HYPER- 2025」私立恵比寿中学 VS tripleS ∞!,対バン,東京都,Zepp Haneda,仮契約のシンデレラ|kyo-do?|BLUE DIZZINESS|TWINKLE WINK|DRAMA QUEEN|はみだせGirls|放課後ゲタ箱ロッケンロールMX|Family Complex|HOT UP!!!|シンガロン・シンガソン,仮契約のシンデレラ@真山りか・安本彩花・風見和香・仲村悠菜|Password / tripleS ∞!@中山莉子・桜木心菜・小久保柚乃・桜井えま|永遠に中学生@with tripleS ∞!
663,0,2025/11/30,俺のえびシャチライブ〜THE FINAL〜,対バン,神奈川県,パシフィコ横浜 国立大ホール,放課後ゲタ箱ロッケンロールMX@with TEAM SHACHI|FANTASTIC MIRAI / TEAM SHACHI|TWINKLE WINK / 私立恵比寿中学|沸き曲 / TEAM SHACHI|乙女受験戦争 / TEAM SHACHI|ハイタテキ! / 私立恵比寿中学|ちちんぷい / 私立恵比寿中学|HOT UP!!! / 私立恵比寿中学|梅 / TEAM SHACHI(私立恵比寿中学楽曲)|翔け抜けてスターマイン / TEAM SHACHI|晴れ晴れ / TEAM SHACHI|YELL / 私立恵比寿中学|COLOR / 私立恵比寿中学|colors / TEAM SHACHI|START / 私立恵比寿中学(TEAM SHACHI楽曲)|エンジョイ人生//売れたいエモーション!//ザ・ティッシュ～とまらない青春～//シャンプーハット//歌え!踊れ!エビーダダ!//私がセンター//でらディスコ//禁断のカルマ//トリプルセブン//サドンデス|抱きしめてアンセム / 私立恵比寿中学×TEAM SHACHI,もっと走れっ!! / 私立恵比寿中学|もーちょっと走れ!!! / TEAM SHACHI|また明日 / 私立恵比寿中学×TEAM SHACHI
662,0,2025/11/24,Road to Kアリーナ『秋の5都市キャラバンツアー〜Magic 1 Hour〜』,,大阪府,東京建物 Brillia HALL 箕面 大ホール,"ちちんぷい|仮契約のシンデレラ|イヤフォン・ライオット|愛のレンタル|トーキョーズ・ウェイ！|DRAMA QUEEN|SCHOOL DAYS|23回目のサマーナイト|Anytime, Anywhere|スーパーヒーロー|YELL|紅の詩",
661,0,2025/11/24,Road to Kアリーナ『秋の5都市キャラバンツアー〜Magic 1 Hour〜』,,大阪府,東京建物 Brillia HALL 箕面 大ホール,"ちちんぷい|仮契約のシンデレラ|イヤフォン・ライオット|禁断のカルマ|トーキョーズ・ウェイ！|DRAMA QUEEN|SCHOOL DAYS|ヘロー|Anytime, Anywhere|感情電車|YELL|紅の詩",
660,0,2025/11/21,ライブナタリー “私立恵比寿中学 × Juice=Juice”,対バン,東京都,J:COMホール八王子,イヤフォン・ライオット / 私立恵比寿中学|CHOICE & CHANCE / Juice=Juice|イート・ザ・大目玉 / 私立恵比寿中学|キングオブ学芸会のテーマ～Nu Skool Teenage Riot～ / 私立恵比寿中学|オメカシ・フィーバー / 私立恵比寿中学|DRAMA QUEEN / 私立恵比寿中学|禁断少女 / Juice=Juice|四の五の言わず颯と別れてあげた / Juice=Juice|イジワルしないで 抱きしめてよ / Juice=Juice|Va‐Va‐Voom / Juice=Juice|プライド・ブライト / 私立恵比寿中学(Juice=Juice楽曲)|I'll be here / Juice=Juice(私立恵比寿中学楽曲)|私が言う前に抱きしめなきゃね / Juice=Juice|甘えんな / Juice=Juice|ひとりで生きられそう」って それってねえ、褒めているの? / Juice=Juice|Fiesta! Fiesta! / Juice=Juice|禁断のカルマ / 私立恵比寿中学|MISSION SURVIVOR / 私立恵比寿中学|シンガロン・シンガソン / 私立恵比寿中学|仮契約のシンデレラ / 私立恵比寿中学,HOT UP!!! / 私立恵比寿中学|盛れ!ミ・アモーレ / Juice=Juice|Magic of Love / Juice=Juice×私立恵比寿中学(Juice=Juice楽曲)
659,0,2025/11/20,Road to Kアリーナ『秋の5都市キャラバンツアー〜Magic 1 Hour〜』,,東京都,Kanadevia Hall,バタフライエフェクト|仮契約のシンデレラ|シンガロン・シンガソン|愛のレンタル|トーキョーズ・ウェイ！|DRAMA QUEEN|SCHOOL DAYS|23回目のサマーナイト|kyo-do?|スーパーヒーロー|YELL|梅,
658,0,2025/11/20,Road to Kアリーナ『秋の5都市キャラバンツアー〜Magic 1 Hour〜』,,東京都,Kanadevia Hall,バタフライエフェクト|仮契約のシンデレラ|シンガロン・シンガソン|禁断のカルマ|トーキョーズ・ウェイ！|DRAMA QUEEN|SCHOOL DAYS|ヘロー|kyo-do?|感情電車|YELL|梅,
657,0,2025/11/16,サントリー オールフリー presents 氣志團万博2025 関東爆音パビリオン powered by Epson,フェス,千葉県,幕張メッセ国際展示場 9～11ホール,仮契約のシンデレラ|頑張ってる途中|放課後ゲタ箱ロッケンロールMX|PANDORA|Family Complex,
656,0,2025/11/03,ちゅうおん2025」愛知県芸術劇場 大ホール＜2部＞,ちゅうおん,愛知県,愛知県芸術劇場 大ホール,Troublemaker / 嵐|自由へ道連れ|勿忘 / Awesome City Club|BLUE DIZZINESS|キャンディロッガー|ボイジャー|曇天|ナガレボシ|春の嵐|Over Drive / JUDY AND MARY@小久保柚乃//打上花火 / DAOKO×米津玄師@仲村悠菜//Your Song / LOVE PSYCHEDELICO@桜木心菜//月のしずく / RUI@真山りか//みんな空の下 / 絢香@桜井えま//やさしくなりたい / 斉藤和義@中山莉子//GO FOR IT !! / 西野カナ@風見和香//ブルーバード / いきものがかり@安本彩花|君のままで|SCHOOL DAYS|全力☆ランナー|イート・ザ・大目玉|オメカシ・フィーバー|まっすぐ|ラヴ・パレード / ORANGE RANGE,
655,0,2025/11/03,ちゅうおん2025,ちゅうおん,愛知県,愛知県芸術劇場 大ホール,Troublemaker / 嵐|自由へ道連れ|勿忘 / Awesome City Club|BLUE DIZZINESS|キャンディロッガー|ボイジャー|曇天|青い青い星の名前|春の嵐|Over Drive / JUDY AND MARY@小久保柚乃//打上花火 / DAOKO×米津玄師@仲村悠菜//Your Song / LOVE PSYCHEDELICO@桜木心菜//月のしずく / RUI@真山りか//みんな空の下 / 絢香@桜井えま//やさしくなりたい / 斉藤和義@中山莉子//GO FOR IT !! / 西野カナ@風見和香//ブルーバード / いきものがかり@安本彩花|ちがうの|SCHOOL DAYS|全力☆ランナー|イート・ザ・大目玉|オメカシ・フィーバー|響|ラヴ・パレード / ORANGE RANGE,
654,0,2025/11/02,ちゅうおん2025,ちゅうおん,神奈川県,カルッツかわさき,Troublemaker / 嵐|自由へ道連れ|勿忘 / Awesome City Club|BLUE DIZZINESS|キャンディロッガー|ボイジャー|曇天|ナガレボシ|春の嵐|Over Drive / JUDY AND MARY@小久保柚乃//打上花火 / DAOKO×米津玄師@仲村悠菜//Your Song / LOVE PSYCHEDELICO@桜木心菜//月のしずく / RUI@真山りか//みんな空の下 / 絢香@桜井えま//やさしくなりたい / 斉藤和義@中山莉子//GO FOR IT !! / 西野カナ@風見和香//ブルーバード / いきものがかり@安本彩花|君のままで|SCHOOL DAYS|全力☆ランナー|イート・ザ・大目玉|オメカシ・フィーバー|まっすぐ|ラヴ・パレード / ORANGE RANGE,
653,c,2025/10/28,中山莉子 生誕ソロライブ「中山莉子の生誕祭。」,生誕|ソロ,神奈川県,KT Zepp Yokohama,最上級にかわいいの！ / 超ときめき♡宣伝部|仮契約のシンデレラ|だって あーりんなんだもーん☆ / 佐々木彩夏(ももいろクローバーZ)|サインはB / B小町|ペコペコリーヌ|ちちんぷい|オメカシ・フィーバー|MISSION SURVIVOR|COLOR,"制服""報連相″ファンク|フォーエバー中坊|永遠に中学生"
652,0,2025/10/26,第４回「スター☆オーディション」最終選考会,,東京都,LINE CUBE SHIBUYA,仮契約のシンデレラ|TWINKLE WINK|イヤフォン・ライオット|YELL|スターダストライト,
